feature,benchmark,partial_rho,p,n,q
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_electrical_engineering_acc,0.3607804136790024,0.014903862924832145,46,0.03503126623167942
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_elementary_mathematics_acc,0.2358357029505429,0.11885316877261642,46,0.20435054068016656
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_high_school_biology_acc,0.21144540431062725,0.16321887934704438,46,0.2549423094074561
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_high_school_chemistry_acc,0.20118949398077615,0.18509179243223683,46,0.28129334775044723
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_high_school_computer_science_acc,0.272640890029201,0.0699919642115363,46,0.12639667427102833
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_high_school_mathematics_acc,0.3146919217401573,0.03525363607459453,46,0.07041095073914919
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_high_school_physics_acc,0.22393132543075833,0.13920506744588157,46,0.24056478558614522
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_high_school_statistics_acc,0.12294469709116788,0.42105688819864495,46,0.5851570062228316
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_mmlu_machine_learning_acc,0.2988799138944862,0.046111221312682416,46,0.09036810396667787
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_boolq_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_copa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_openbookqa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_sciq_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_commonsense_qa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_triviaqa_exact_match,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_nq_open_exact_match,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_gsm8k_exact_match,,,8,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_drop_em,,,7,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_truthfulqa_mc2_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,benchmark_lambada_openai_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.slope,composite_benchmark,0.3784367076139376,0.01036788584810755,46,0.02401374320850694
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_arc_challenge_acc,-0.27720233304820624,0.0652540035720135,46,0.1086575777019177
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_arc_easy_acc,-0.2741954329348389,0.06834760849939525,46,0.11538591642738551
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_hellaswag_acc,-0.4039431822528958,0.005926358435302426,46,0.013048698843994197
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_piqa_acc,-0.4023670828345948,0.006142418371908986,46,0.014164378012193907
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_winogrande_acc,-0.39731666615207445,0.006881491041264232,46,0.015430582672282677
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_acc,-0.23371220974300214,0.12230808566381612,46,0.18902158693498855
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_humanities_acc,-0.2525642923352493,0.09416299923789762,46,0.15029072585786715
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_formal_logic_acc,-0.14633795126324786,0.3374491081468398,46,0.44559902581032856
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_european_history_acc,-0.1313948389834271,0.3895912875901495,46,0.4978867678818169
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_us_history_acc,-0.2624660436643099,0.08154134782940003,46,0.14124816413102234
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_world_history_acc,-0.24499014178484346,0.10479845341363259,46,0.1725397960481203
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_international_law_acc,-0.3796180763847026,0.010112162062267505,46,0.02531503584766283
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_jurisprudence_acc,-0.2797838669017554,0.06268782678075957,46,0.10936706772490512
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_logical_fallacies_acc,-0.28315713085522887,0.059456637415344016,46,0.10678821118087585
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_moral_disputes_acc,-0.32399395961411126,0.02991615037084072,46,0.059542058616580344
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_moral_scenarios_acc,-0.22669017443700087,0.13427280371232664,46,0.21245328899071597
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_philosophy_acc,-0.31568501860463266,0.03464884621239994,46,0.06396037015470797
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_prehistory_acc,-0.331891724667552,0.025927277298359197,46,0.050948493830915514
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_professional_law_acc,-0.24830505091219188,0.10003586543398835,46,0.15862520093762578
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_world_religions_acc,-0.2834318165402498,0.059199502645631785,46,0.10213143905183315
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_other_acc,-0.2680070871343599,0.07507983886571279,46,0.12305686594357858
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_business_ethics_acc,-0.19845101305144638,0.1912703858019793,46,0.27415421964950365
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_clinical_knowledge_acc,-0.2416910410515561,0.10970881941825295,46,0.1713614252024421
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_college_medicine_acc,-0.19299090760140394,0.20402341818983794,46,0.2953289479143991
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_global_facts_acc,-0.07913588492065238,0.6053427128112756,46,0.7023897191508611
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_human_aging_acc,-0.32881053699212476,0.02742721332228104,46,0.05463022599070148
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_management_acc,-0.32270246954052906,0.030614467304846515,46,0.06165062148717026
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_marketing_acc,-0.2777221914173117,0.0647306301390238,46,0.1102985795609007
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_medical_genetics_acc,-0.27793248427912226,0.06451986675756616,46,0.11447578300917685
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_miscellaneous_acc,-0.3232287925810117,0.03032826842080749,46,0.05677201481912662
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_nutrition_acc,-0.3130065229206045,0.036299907024256006,46,0.06838977328538953
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_professional_accounting_acc,-0.24318095843023974,0.10746995378710933,46,0.1781418054838479
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_professional_medicine_acc,-0.19894176249563797,0.1901525228365517,46,0.2866010189557099
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_virology_acc,-0.333491162822381,0.025176036034986193,46,0.04706824128280027
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_social_sciences_acc,-0.2843994638997438,0.058300766138679405,46,0.10497009863885381
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_econometrics_acc,-0.1465049653589963,0.3368919833701709,46,0.45436907720220465
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_geography_acc,-0.2751296068004294,0.06737429406901874,46,0.11839088693378051
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_government_and_politics_acc,-0.32706077885156193,0.028310676914801824,46,0.061409806601543424
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_macroeconomics_acc,-0.2153050273768591,0.15549490743524608,46,0.24031031149083484
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_microeconomics_acc,-0.23993453303017237,0.1123937531016177,46,0.18800877235076094
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_psychology_acc,-0.261076495354227,0.08322806944689809,46,0.13986142244984484
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_human_sexuality_acc,-0.3162842222688979,0.03428808740511102,46,0.0681103040574352
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_professional_psychology_acc,-0.3315478633263597,0.026091203380531836,46,0.05285916578495119
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_public_relations_acc,-0.3312728251251856,0.026222941116407883,46,0.05251772590710729
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_security_studies_acc,-0.3213521573937548,0.03135897270314447,46,0.06822443168451968
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_sociology_acc,-0.3701579165306817,0.012320568561575707,46,0.02850106208389823
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_us_foreign_policy_acc,-0.38549647651883107,0.008918681030312126,46,0.022875634502309346
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_stem_acc,-0.18768041722625076,0.21698836199746063,46,0.3178727307016908
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_abstract_algebra_acc,-0.04280665183809261,0.7800889620304194,46,0.8588027578979468
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_anatomy_acc,-0.23681549997045542,0.11728414660929531,46,0.18517216235722436
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_astronomy_acc,-0.24563446081127388,0.10385941198102255,46,0.16504615251766844
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_college_biology_acc,-0.16356636454438422,0.282997074956433,46,0.38654917806434
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_college_chemistry_acc,-0.1572017629763567,0.30240197792774137,46,0.4161377602763735
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_college_computer_science_acc,-0.16572016386355268,0.27661906046579876,46,0.3866319946472254
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_college_mathematics_acc,-0.20337818919646328,0.180257053957259,46,0.2845959102435342
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_college_physics_acc,-0.2162363256569187,0.15367193055573636,46,0.24963151385831842
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_computer_security_acc,-0.2677126406667679,0.07541272688112954,46,0.12614806258605424
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_conceptual_physics_acc,-0.13179775231492155,0.3881263084890265,46,0.5048404475186448
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_electrical_engineering_acc,-0.24907078958844187,0.09895976293304298,46,0.1690177259440524
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_elementary_mathematics_acc,-0.12030348675510101,0.43117895328721856,46,0.5638494004525166
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_biology_acc,-0.18403313070127114,0.22621728554706322,46,0.3261633840925113
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_chemistry_acc,-0.14693985170832502,0.33544397050834784,46,0.45241612996605585
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_computer_science_acc,-0.1455370903230299,0.34012854499430656,46,0.45206175707425106
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_mathematics_acc,-0.20961285740677033,0.16698235858231647,46,0.25589958935780577
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_physics_acc,-0.11896642166169823,0.436354496286532,46,0.5566756313882284
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_high_school_statistics_acc,-0.05910610150813641,0.699736776417679,46,0.8067942958380494
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_mmlu_machine_learning_acc,-0.20331623604384272,0.1803926489671397,46,0.2674787553650692
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_boolq_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_copa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_openbookqa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_sciq_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_commonsense_qa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_triviaqa_exact_match,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_nq_open_exact_match,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_gsm8k_exact_match,,,8,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_drop_em,,,7,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_truthfulqa_mc2_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,benchmark_lambada_openai_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q25,composite_benchmark,-0.2656552953711352,0.07777120716863806,46,0.12775449986578521
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_arc_challenge_acc,0.102797682535624,0.5016051505191792,46,0.5942842220899838
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_arc_easy_acc,0.11141893037955755,0.4662085601380874,46,0.5633032354726313
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_hellaswag_acc,0.11338641493656745,0.45832252662711137,46,0.5574605107561038
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_piqa_acc,0.054905499950947664,0.7201762924349511,46,0.7904637684233473
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_winogrande_acc,0.07437367333074667,0.6272879200460291,46,0.7129805195371894
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_acc,0.2660435173230194,0.07732178198562423,46,0.1320613209718037
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_humanities_acc,0.24932775550245354,0.0986006496230476,46,0.1565651264751159
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_formal_logic_acc,0.21609259954514598,0.15395224084295078,46,0.2379261903936512
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_european_history_acc,0.282156265140161,0.06040112368328798,46,0.1072812468454192
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_us_history_acc,0.22484520977670394,0.13755654891111124,46,0.21252725271601144
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_world_history_acc,0.22147031464518477,0.14371728911373172,46,0.22396833632200178
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_international_law_acc,0.290440847789445,0.05293398609486921,46,0.10103066275548145
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_jurisprudence_acc,0.2093572847469994,0.16751218186489703,46,0.2423785584017362
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_logical_fallacies_acc,0.25025638383215654,0.09731124097201516,46,0.1587824043538908
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_moral_disputes_acc,0.18728322124414262,0.21798053089095148,46,0.3017874395478893
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_moral_scenarios_acc,0.2258093069555958,0.1358332376488507,46,0.21445809227064763
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_philosophy_acc,0.2416222536578495,0.10981303679886723,46,0.17450723891298248
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_prehistory_acc,0.2551162243674519,0.09077420780826273,46,0.14635410803379864
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_professional_law_acc,0.258651525421717,0.08623681796470772,46,0.14008691984933633
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_world_religions_acc,0.29375389637470417,0.050164427377752174,46,0.08899548948518454
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_other_acc,0.2404080009682774,0.11166515739316041,46,0.16865130176528978
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_business_ethics_acc,0.24618920621524015,0.1030560947640966,46,0.1685324502741714
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_clinical_knowledge_acc,0.22470571062109615,0.13780724231054609,46,0.20642847157583852
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_college_medicine_acc,0.2501531886769821,0.09745388290050228,46,0.16264563561704834
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_global_facts_acc,0.17220680044892192,0.2579850907818422,46,0.38189258171089535
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_human_aging_acc,0.2170296871875648,0.15213136267919203,46,0.22466267902725126
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_management_acc,0.26927977477974685,0.07365428637340599,46,0.12609199845189642
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_marketing_acc,0.2283700933328115,0.1313339945257357,46,0.19673186475064097
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_medical_genetics_acc,0.2549906653838268,0.09093869714723324,46,0.14938469126882584
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_miscellaneous_acc,0.2279212374945591,0.13211446012388572,46,0.1947090128035493
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_nutrition_acc,0.2819558122587047,0.06059171882160541,46,0.10324602904101061
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_professional_accounting_acc,0.3191251739234508,0.0326195319897975,46,0.06793412502718511
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_professional_medicine_acc,0.20399519654076714,0.17891061257135066,46,0.27417957607894616
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_virology_acc,0.2456568723752123,0.1038268654362886,46,0.15978408133458308
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_social_sciences_acc,0.2457753381377073,0.10365495681407655,46,0.1729949165093378
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_econometrics_acc,0.26685525996241166,0.07638866444679104,46,0.1365283953804505
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_geography_acc,0.24300308026440803,0.10773539763353357,46,0.1726184191106969
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_government_and_politics_acc,0.24875879591067956,0.09939713076375645,46,0.16910644385440582
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_macroeconomics_acc,0.2815353662504733,0.06099304995433452,46,0.1128757456116925
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_microeconomics_acc,0.2859762928055918,0.056859683463143185,46,0.106575457978353
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_psychology_acc,0.21038538657922165,0.16538822869240577,46,0.24927586633845075
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_human_sexuality_acc,0.21945816781316566,0.14748619183315692,46,0.21913090697162135
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_professional_psychology_acc,0.22417044372393805,0.13877232146346308,46,0.20915993193771446
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_public_relations_acc,0.17830824577149298,0.24124172577890546,46,0.3265698176747776
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_security_studies_acc,0.23638462411051964,0.11797219705584383,46,0.1991632241289188
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_sociology_acc,0.2085449040835458,0.1692044021425323,46,0.25555458257477504
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_us_foreign_policy_acc,0.2877263731746653,0.05529388096889831,46,0.10041416259646638
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_stem_acc,0.25473247326909854,0.0912776697842006,46,0.15848925561104665
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_abstract_algebra_acc,0.2622224417786662,0.08183509713858039,46,0.15106428284924817
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_anatomy_acc,0.24272016760244078,0.10815861336006849,46,0.1733858472943203
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_astronomy_acc,0.28038850774263985,0.06209857361839699,46,0.10912033008425048
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_college_biology_acc,0.20829198975318572,0.16973374828732735,46,0.2542528073730252
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_college_chemistry_acc,0.1887930126854827,0.21422587097679546,46,0.3138258751183116
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_college_computer_science_acc,0.2654013439420335,0.07806630242925983,46,0.13817546507454948
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_college_mathematics_acc,0.12312972009287723,0.4203528938525751,46,0.5405119149275909
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_college_physics_acc,0.269821594622275,0.07305390444729087,46,0.13728124460403504
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_computer_security_acc,0.2107639396086001,0.16461112225100782,46,0.2392261041063354
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_conceptual_physics_acc,0.2698866883186846,0.07298203578843188,46,0.127326654323016
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_electrical_engineering_acc,0.28655000691359356,0.056342507103791295,46,0.10810071572932135
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_elementary_mathematics_acc,0.24887629376736856,0.09923224229951444,46,0.17804590620478863
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_biology_acc,0.2581001673435408,0.08693258785677682,46,0.156136908411066
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_chemistry_acc,0.2556767651054853,0.09004268155956119,46,0.15634489363429746
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_computer_science_acc,0.18022175362323908,0.23614636343669915,46,0.3367662567236845
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_mathematics_acc,0.24387018891208398,0.10644614584482537,46,0.17564815488164184
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_physics_acc,0.2206068650380944,0.14532577202815133,46,0.24820826951537064
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_high_school_statistics_acc,0.24744783861995137,0.10125116900378517,46,0.20908095571861998
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_mmlu_machine_learning_acc,0.1402886337792318,0.358012281601777,46,0.4665156297384554
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_boolq_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_copa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_openbookqa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_sciq_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_commonsense_qa_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_triviaqa_exact_match,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_nq_open_exact_match,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_gsm8k_exact_match,,,8,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_drop_em,,,7,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_truthfulqa_mc2_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,benchmark_lambada_openai_acc,,,10,
interpretability_attention_rank.layer_max_effective_rank.q50,composite_benchmark,0.2162850790333697,0.15357693148395613,46,0.2262392774290242
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_arc_challenge_acc,-0.09486158171393162,0.5353604239974004,46,0.6251573002269962
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_arc_easy_acc,-0.12901121557074435,0.398324220562672,46,0.4960391911947415
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_hellaswag_acc,-0.03336040307885131,0.8277786465375425,46,0.8857292745467642
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_piqa_acc,-0.0243266623405211,0.873968712852367,46,0.8998184916832117
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_winogrande_acc,-0.08361174987055865,0.5850254042462497,46,0.67559805766826
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_acc,0.03091975650487993,0.8402080058599191,46,0.8927210062261639
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_humanities_acc,0.050594597573579814,0.7413549087433375,46,0.8161602986315959
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_formal_logic_acc,0.04198126551221906,0.7842269668174517,46,0.864660501875652
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_high_school_european_history_acc,0.037078191674591664,0.8089259143748899,46,0.8695953579530067
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_high_school_us_history_acc,0.010909126892909564,0.9432995554601087,46,0.9617182357619797
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_high_school_world_history_acc,-0.03990750186412082,0.7946493698848864,46,0.8596592160117854
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_international_law_acc,0.03377224277012495,0.8256853009147065,46,0.8624250790209362
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_jurisprudence_acc,-0.00974799083180582,0.9493262870062047,46,0.9705699521699799
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_logical_fallacies_acc,-0.0019732253629573425,0.9897360463316209,46,0.9924513715616117
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_moral_disputes_acc,0.022888911421828407,0.8813625249602066,46,0.9099943583981793
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_moral_scenarios_acc,0.018613347744412773,0.9034067598790871,46,0.9337007434810917
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_philosophy_acc,0.005046621813974115,0.9737532985019204,46,0.9777660181386042
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_prehistory_acc,0.02790520975217559,0.8556129367314256,46,0.8873498648383439
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_professional_law_acc,0.035273006685900055,0.8180672606835717,46,0.8730031643207168
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_world_religions_acc,0.02524710872672521,0.8692407308273542,46,0.8924367615657247
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_other_acc,0.017632685344526278,0.9084736763085455,46,0.9353440244810518
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_business_ethics_acc,0.05685397803415316,0.7106702671734377,46,0.7885137204128344
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_clinical_knowledge_acc,-0.0394529212745517,0.7969388203021965,46,0.8432112196186734
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_college_medicine_acc,-0.015859209507227433,0.9176459185517367,46,0.9355636910199714
interpretability_attention_rank.layer_max_effective_rank.q75,benchmark_mmlu_global_facts_acc,0.10543746226418468,0.49062333317206464,46,0.6172902866588283
